0
1
2
3
4
5
6
7
8
18780
         4609816 function calls (4606727 primitive calls) in 41.508 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_managers.py:5(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:1006(StatusbarTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:1023(SaveFigureTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:1076(ConfigureSubplotsTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:119(TimerTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:157(FigureCanvasTkAgg)
        1    0.004    0.004    0.053    0.053 backend_tkagg.py:2(<module>)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:524(FigureManagerTkAgg)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:636(AxisMenu)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:699(NavigationToolbar2TkAgg)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:72(Show)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:855(ToolTip)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:906(RubberbandTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:932(SetCursorTk)
        1    0.000    0.000    0.000    0.000 backend_tkagg.py:937(ToolbarTk)
        1    0.002    0.002    0.005    0.005 backend_tools.py:12(<module>)
        1    0.002    0.002    0.002    0.002 backend_tools.py:136(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:197(SetCursorBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:24(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:262(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:290(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:318(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:328(ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:33(ToolBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:344(ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:361(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:381(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:394(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:411(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:421(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:431(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 backend_tools.py:538(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:550(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:559(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:568(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:577(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:584(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:592(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:654(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:788(ToolPan)
        1    0.001    0.001    0.001    0.001 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:155(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:17(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bezier.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:126(BlockingMouseInput)
        1    0.001    0.001    0.001    0.001 blocking_input.py:23(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:299(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:352(BlockingKeyMouseInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:36(BlockingInput)
        1    0.000    0.000    0.000    0.000 cProfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 cProfile.py:66(Profile)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:260(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:377(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:489(TimeEncoding)
        1    0.000    0.000    0.000    0.000 calendar.py:502(LocaleTextCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:537(LocaleHTMLCalendar)
        1    0.001    0.001    0.001    0.001 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.007    0.007    0.011    0.011 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:1018(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:131(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:25(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:34(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 case.py:45(_UnexpectedSuccess)
        7    0.000    0.000    0.000    0.000 case.py:607(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:98(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 cbook.py:1020(mkdirs)
        1    0.000    0.000    0.000    0.000 cbook.py:1038(GetRealpathAndStat)
        1    0.000    0.000    0.000    0.000 cbook.py:1039(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:1066(RingBuffer)
        1    0.000    0.000    0.000    0.000 cbook.py:1072(__Full)
      218    0.004    0.000    0.041    0.000 cbook.py:1145(dedent)
        1    0.000    0.000    0.000    0.000 cbook.py:1305(maxdict)
        5    0.000    0.000    0.000    0.000 cbook.py:1311(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:1325(Stack)
        9    0.000    0.000    0.000    0.000 cbook.py:140(deprecated)
        1    0.000    0.000    0.000    0.000 cbook.py:1529(MemoryMonitor)
        1    0.000    0.000    0.000    0.000 cbook.py:1648(Grouper)
        2    0.000    0.000    0.000    0.000 cbook.py:1684(__init__)
        9    0.001    0.000    0.004    0.000 cbook.py:189(deprecate)
        1    0.000    0.000    0.000    0.000 cbook.py:2342(_NestedClassGetter)
        1    0.000    0.000    0.000    0.000 cbook.py:2362(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 cbook.py:275(converter)
        1    0.000    0.000    0.000    0.000 cbook.py:293(tostr)
        1    0.000    0.000    0.000    0.000 cbook.py:299(todatetime)
        1    0.000    0.000    0.000    0.000 cbook.py:313(todate)
        1    0.000    0.000    0.000    0.000 cbook.py:327(tofloat)
        1    0.000    0.000    0.000    0.000 cbook.py:339(toint)
        1    0.000    0.000    0.000    0.000 cbook.py:350(_BoundMethodProxy)
        1    0.000    0.000    0.000    0.000 cbook.py:37(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:455(CallbackRegistry)
        9    0.000    0.000    0.000    0.000 cbook.py:53(_generate_deprecation_message)
        1    0.000    0.000    0.000    0.000 cbook.py:568(silent_list)
        1    0.000    0.000    0.000    0.000 cbook.py:594(IgnoredKeywordWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:659(Bunch)
        1    0.000    0.000    0.000    0.000 cbook.py:672(__init__)
       81    0.001    0.000    0.001    0.000 cbook.py:687(iterable)
      238    0.002    0.000    0.003    0.000 cbook.py:696(is_string_like)
        1    0.003    0.003    0.008    0.008 cbook.py:7(<module>)
        1    0.000    0.000    0.000    0.000 cbook.py:880(Sorter)
        1    0.000    0.000    0.000    0.000 cbook.py:928(Xlator)
        1    0.000    0.000    0.000    0.000 cbook.py:988(Null)
        1    0.000    0.000    0.000    0.000 chebyshev.py:2041(Chebyshev)
        1    0.000    0.000    0.001    0.001 chebyshev.py:87(<module>)
        1    0.000    0.000    0.000    0.000 cm.py:169(ScalarMappable)
       33    0.000    0.000    0.000    0.000 cm.py:29(_reverser)
       67    0.011    0.000    0.012    0.000 cm.py:35(revcmap)
       72    0.000    0.000    0.012    0.000 cm.py:52(_reverse_cmap_spec)
        1    0.003    0.003    0.056    0.056 cm.py:6(<module>)
      144    0.005    0.000    0.032    0.000 cm.py:65(_generate_cmap)
       22    0.000    0.000    0.000    0.000 codecs.py:253(__init__)
        2    0.000    0.000    0.000    0.000 codecs.py:92(__new__)
        1    0.006    0.006    0.466    0.466 collections.py:10(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1023(StarPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1030(AsteriskPolygonCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1037(LineCollection)
       12    0.000    0.000    0.000    0.000 collections.py:108(clear)
        1    0.002    0.002    0.004    0.004 collections.py:11(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1211(EventCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1464(CircleCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1484(EllipseCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1574(PatchCollection)
        1    0.000    0.000    0.000    0.000 collections.py:1629(TriMesh)
        1    0.000    0.000    0.000    0.000 collections.py:1699(QuadMesh)
       13    0.020    0.002    0.029    0.002 collections.py:305(namedtuple)
      563    0.003    0.000    0.003    0.000 collections.py:349(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:36(Collection)
       67    0.000    0.000    0.000    0.000 collections.py:373(<genexpr>)
       67    0.000    0.000    0.001    0.000 collections.py:375(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:38(OrderedDict)
        1    0.000    0.000    0.000    0.000 collections.py:407(Counter)
        1    0.000    0.000    0.000    0.000 collections.py:50(__init__)
      100    0.002    0.000    0.004    0.000 collections.py:71(__setitem__)
        1    0.000    0.000    0.000    0.000 collections.py:769(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 collections.py:818(PathCollection)
        1    0.000    0.000    0.000    0.000 collections.py:844(PolyCollection)
        1    0.000    0.000    0.000    0.000 collections.py:911(BrokenBarHCollection)
        1    0.000    0.000    0.000    0.000 collections.py:958(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 colorbar.py:1241(ColorbarPatch)
        1    0.012    0.012    0.731    0.731 colorbar.py:20(<module>)
        1    0.000    0.000    0.000    0.000 colorbar.py:218(ColorbarBase)
        1    0.000    0.000    0.000    0.000 colorbar.py:865(Colorbar)
        1    0.000    0.000    0.000    0.000 colors.py:1062(SymLogNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1176(PowerNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1252(BoundaryNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1327(NoNorm)
        1    0.000    0.000    0.000    0.000 colors.py:1490(LightSource)
      334    0.003    0.000    0.020    0.000 colors.py:214(is_color_like)
       74    0.001    0.000    0.002    0.000 colors.py:231(hex2color)
        1    0.000    0.000    0.000    0.000 colors.py:243(ColorConverter)
      334    0.012    0.000    0.017    0.000 colors.py:265(to_rgb)
       50    0.001    0.000    0.004    0.000 colors.py:334(to_rgba)
      200    0.001    0.000    0.001    0.000 colors.py:363(<genexpr>)
        1    0.001    0.001    0.003    0.003 colors.py:48(<module>)
        1    0.000    0.000    0.000    0.000 colors.py:487(Colormap)
      152    0.001    0.000    0.001    0.000 colors.py:499(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:669(LinearSegmentedColormap)
      144    0.001    0.000    0.002    0.000 colors.py:676(__init__)
       10    0.002    0.000    0.025    0.003 colors.py:750(from_list)
        1    0.000    0.000    0.000    0.000 colors.py:788(ListedColormap)
        8    0.000    0.000    0.000    0.000 colors.py:795(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:860(Normalize)
        1    0.000    0.000    0.000    0.000 colors.py:991(LogNorm)
        1    0.001    0.001    0.001    0.001 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:10(Container)
        1    0.000    0.000    0.000    0.000 container.py:108(BarContainer)
        1    0.000    0.000    0.000    0.000 container.py:116(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 container.py:125(StemContainer)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
       22    0.000    0.000    0.000    0.000 contextlib.py:12(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
       22    0.000    0.000    0.004    0.000 contextlib.py:15(__enter__)
       22    0.006    0.000    0.007    0.000 contextlib.py:21(__exit__)
        9    0.000    0.000    0.001    0.000 contextlib.py:54(contextmanager)
       22    0.000    0.000    0.000    0.000 contextlib.py:82(helper)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 contour.py:1395(QuadContourSet)
        1    0.006    0.006    0.083    0.083 contour.py:4(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:42(ClabelText)
        1    0.000    0.000    0.000    0.000 contour.py:57(ContourLabeler)
        1    0.000    0.000    0.000    0.000 contour.py:748(ContourSet)
      429    0.016    0.000    0.027    0.000 copy.py:306(_reconstruct)
      429    0.008    0.000    0.051    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
      206    0.001    0.000    0.002    0.000 copy_reg.py:46(_reconstructor)
      429    0.002    0.000    0.003    0.000 copy_reg.py:92(__newobj__)
       14    0.000    0.000    0.000    0.000 copy_reg.py:95(_slotnames)
        1    0.000    0.000    0.135    0.135 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:1118(_DomainedBinaryOperation)
       43    0.000    0.000    0.023    0.001 core.py:113(get_object_signature)
        6    0.000    0.000    0.000    0.000 core.py:1139(__init__)
        1    0.000    0.000    0.000    0.000 core.py:130(MAError)
        1    0.000    0.000    0.132    0.132 core.py:132(load_base_library)
        1    0.000    0.000    0.000    0.000 core.py:138(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:139(iter_user_libraries)
        1    0.000    0.000    0.000    0.000 core.py:146(update_user_library)
       22    0.001    0.000    0.004    0.000 core.py:154(iter_style_files)
        1    0.000    0.000    0.132    0.132 core.py:164(read_style_directory)
        1    0.000    0.000    0.000    0.000 core.py:196(reload_library)
        1    0.009    0.009    0.032    0.032 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2352(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2358(__init__)
        9    0.000    0.000    0.000    0.000 core.py:2521(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2569(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2683(MaskedArray)
       21    0.000    0.000    0.000    0.000 core.py:37(is_style_file)
        1    0.000    0.000    0.000    0.000 core.py:5902(mvoid)
       67    0.000    0.000    0.001    0.000 core.py:6048(isMaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:6104(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:6111(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6114(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:6214(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:6271(_minimum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6275(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6285(_maximum_operation)
        1    0.000    0.000    0.000    0.000 core.py:6289(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6342(_frommethod)
       26    0.000    0.000    0.013    0.000 core.py:6353(__init__)
       26    0.000    0.000    0.013    0.000 core.py:6358(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:7764(_convert2ma)
        8    0.000    0.000    0.001    0.000 core.py:7777(__init__)
        8    0.000    0.000    0.001    0.000 core.py:7782(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:796(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:805(__init__)
        1    0.000    0.000    0.000    0.000 core.py:818(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:826(__init__)
        1    0.000    0.000    0.000    0.000 core.py:835(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:841(__init__)
        1    0.000    0.000    0.000    0.000 core.py:855(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:861(__init__)
        1    0.000    0.000    0.000    0.000 core.py:870(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:876(__init__)
        1    0.000    0.000    0.000    0.000 core.py:885(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:90(MaskedArrayFutureWarning)
       27    0.000    0.000    0.008    0.000 core.py:903(__init__)
        4    0.000    0.000    0.000    0.000 core.py:94(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:961(_MaskedBinaryOperation)
       18    0.000    0.000    0.000    0.000 core.py:981(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:127(DictWriter)
        1    0.000    0.000    0.000    0.000 csv.py:166(Sniffer)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        1    0.001    0.001    0.001    0.001 csv.py:4(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 csv.py:67(excel_tab)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:177(_ndptr)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:330(prep_simple)
        1    0.001    0.001    0.001    0.001 ctypeslib.py:51(<module>)
       13    0.000    0.000    0.001    0.000 cycler.py:112(__init__)
       13    0.000    0.000    0.001    0.000 cycler.py:191(_from_iter)
       99    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        1    0.001    0.001    0.007    0.007 cycler.py:41(<module>)
       13    0.000    0.000    0.002    0.000 cycler.py:468(cycler)
       13    0.000    0.000    0.001    0.000 cycler.py:529(_cycler)
       13    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
        1    0.000    0.000    0.000    0.000 cycler.py:77(Cycler)
        1    0.007    0.007    0.040    0.040 dates.py:111(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:1137(YearLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1201(MonthLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1226(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1254(DayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1279(HourLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1299(MinuteLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1319(SecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1339(MicrosecondLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1517(DateConverter)
        1    0.000    0.000    0.000    0.000 dates.py:156(_UTC)
        1    0.000    0.000    0.000    0.000 dates.py:291(strpdate2num)
        1    0.000    0.000    0.000    0.000 dates.py:308(bytespdate2num)
        1    0.000    0.000    0.002    0.002 dates.py:455(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:594(IndexDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:621(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:716(rrulewrapper)
        1    0.000    0.000    0.000    0.000 dates.py:733(DateLocator)
        1    0.000    0.000    0.000    0.000 dates.py:800(RRuleLocator)
        1    0.000    0.000    0.000    0.000 dates.py:918(AutoDateLocator)
        1    0.002    0.002    0.034    0.034 decimal.py:116(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:160(DecimalException)
        1    0.000    0.000    0.000    0.000 decimal.py:183(Clamped)
        1    0.000    0.000    0.000    0.000 decimal.py:195(InvalidOperation)
        1    0.000    0.000    0.000    0.000 decimal.py:224(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 decimal.py:234(DivisionByZero)
        1    0.000    0.000    0.000    0.000 decimal.py:250(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 decimal.py:261(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 decimal.py:272(Inexact)
        1    0.000    0.000    0.000    0.000 decimal.py:284(InvalidContext)
        1    0.000    0.000    0.000    0.000 decimal.py:298(Rounded)
        1    0.000    0.000    0.000    0.000 decimal.py:310(Subnormal)
        1    0.000    0.000    0.000    0.000 decimal.py:321(Overflow)
        1    0.000    0.000    0.000    0.000 decimal.py:359(Underflow)
        1    0.000    0.000    0.000    0.000 decimal.py:3748(_ContextManager)
        1    0.000    0.000    0.000    0.000 decimal.py:3763(Context)
        3    0.000    0.000    0.000    0.000 decimal.py:3782(__init__)
       27    0.000    0.000    0.000    0.000 decimal.py:3809(<genexpr>)
       27    0.000    0.000    0.000    0.000 decimal.py:3816(<genexpr>)
        1    0.000    0.000    0.000    0.000 decimal.py:505(Decimal)
        6    0.000    0.000    0.000    0.000 decimal.py:514(__new__)
        1    0.000    0.000    0.000    0.000 decimal.py:5438(_WorkRep)
        1    0.000    0.000    0.000    0.000 decimal.py:5692(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 decimal.py:5696(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
        1    0.000    0.000    0.007    0.007 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:359(decode)
        1    0.000    0.000    0.000    0.000 decoder.py:370(raw_decode)
        1    0.001    0.001    0.032    0.032 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.010    0.010    0.011    0.011 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:208(matrix)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.004    0.004 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:764(Differ)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
       80    0.000    0.000    0.000    0.000 docstring.py:100(copy)
       80    0.000    0.000    0.000    0.000 docstring.py:102(do_copy)
        1    0.000    0.000    0.000    0.000 docstring.py:11(Substitution)
       94    0.001    0.000    0.021    0.000 docstring.py:113(dedent_interpd)
       79    0.000    0.000    0.000    0.000 docstring.py:121(copy_dedent)
       79    0.001    0.000    0.013    0.000 docstring.py:128(<lambda>)
        4    0.000    0.000    0.000    0.000 docstring.py:39(__init__)
       98    0.002    0.000    0.002    0.000 docstring.py:44(__call__)
       47    0.000    0.000    0.001    0.000 docstring.py:48(update)
        1    0.000    0.000    0.000    0.000 docstring.py:65(Appender)
       55    0.000    0.000    0.000    0.000 docstring.py:84(__init__)
       55    0.000    0.000    0.001    0.000 docstring.py:88(__call__)
      174    0.001    0.000    0.030    0.000 docstring.py:94(dedent)
        1    0.001    0.001    0.001    0.001 dviread.py:20(<module>)
        1    0.000    0.000    0.000    0.000 dviread.py:412(DviFont)
        1    0.000    0.000    0.000    0.000 dviread.py:43(Dvi)
        1    0.000    0.000    0.000    0.000 dviread.py:493(Vf)
        1    0.000    0.000    0.000    0.000 dviread.py:599(Tfm)
        1    0.000    0.000    0.000    0.000 dviread.py:655(PsfontsMap)
        1    0.000    0.000    0.000    0.000 dviread.py:786(Encoding)
        1    0.000    0.000    0.000    0.000 encoder.py:101(__init__)
        1    0.000    0.000    1.584    1.584 encoder.py:186(encode)
        1    0.000    0.000    0.004    0.004 encoder.py:2(<module>)
        1    1.358    1.358    1.358    1.358 encoder.py:212(iterencode)
        1    0.000    0.000    0.000    0.000 encoder.py:70(JSONEncoder)
        1    0.000    0.000    0.000    0.000 errors.py:13(DistutilsError)
        1    0.000    0.000    0.000    0.000 errors.py:16(DistutilsModuleError)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 errors.py:26(DistutilsGetoptError)
        1    0.000    0.000    0.000    0.000 errors.py:29(DistutilsArgError)
        1    0.000    0.000    0.000    0.000 errors.py:33(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 errors.py:38(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 errors.py:46(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 errors.py:50(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 errors.py:55(DistutilsExecError)
        1    0.000    0.000    0.000    0.000 errors.py:59(DistutilsInternalError)
        1    0.000    0.000    0.000    0.000 errors.py:63(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 errors.py:66(DistutilsByteCompileError)
        1    0.000    0.000    0.000    0.000 errors.py:70(CCompilerError)
        1    0.000    0.000    0.000    0.000 errors.py:73(PreprocessError)
        1    0.000    0.000    0.000    0.000 errors.py:76(CompileError)
        1    0.000    0.000    0.000    0.000 errors.py:79(LibError)
        1    0.000    0.000    0.000    0.000 errors.py:83(LinkError)
        1    0.000    0.000    0.000    0.000 errors.py:87(UnknownFileError)
        1    0.001    0.001    0.001    0.001 errors.py:9(<module>)
        1    0.018    0.018    2.305    2.305 export.py:1(<module>)
        1    1.576    1.576   10.553   10.553 export.py:18(export_json)
   187801    0.497    0.000    0.497    0.000 export.py:19(<genexpr>)
        1    0.000    0.000    0.011    0.011 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1332(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1344(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1398(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1414(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
        9    0.000    0.000    0.010    0.001 extras.py:232(__init__)
        9    0.000    0.000    0.010    0.001 extras.py:236(getdoc)
        1    0.000    0.000    0.000    0.000 fftpack.py:32(<module>)
        1    0.003    0.003    0.209    0.209 figure.py:12(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:159(SubplotParams)
        1    0.000    0.000    0.001    0.001 figure.py:242(Figure)
        1    0.000    0.000    0.000    0.000 figure.py:59(AxesStack)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 font_manager.py:1006(FontManager)
        1    0.013    0.013    0.055    0.055 font_manager.py:21(<module>)
        1    0.000    0.000    0.000    0.000 font_manager.py:354(FontEntry)
        1    0.000    0.000    0.000    0.000 font_manager.py:597(FontProperties)
        1    0.000    0.000    0.028    0.028 font_manager.py:959(pickle_load)
        1    0.000    0.000    0.000    0.000 font_manager.py:969(TempCache)
        2    0.000    0.000    0.000    0.000 font_manager.py:983(__init__)
        2    0.000    0.000    0.000    0.000 font_manager.py:987(make_rcparams_key)
       18    0.000    0.000    0.050    0.003 fontconfig_pattern.py:119(parse)
       18    0.000    0.000    0.001    0.000 fontconfig_pattern.py:138(_family)
       12    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_name)
       18    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
        6    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
